scene,floor,source_question,primary_object,distance_m,predicate,msp_question
00669-DNWbUAJYsPy,0,I wanna shower now. Is there any towel there?,towel,1.4,left of,Where is 1.4 meters left of the towel?
00669-DNWbUAJYsPy,0,I wanna shower now. Is there any towel there?,towel,3.2,left of,Where is 3.2 meters left of the towel?
00669-DNWbUAJYsPy,0,I wanna shower now. Is there any towel there?,towel,3.4,left of,Where is 3.4 meters left of the towel?
00669-DNWbUAJYsPy,0,I wanna shower now. Is there any towel there?,towel,3.8,left of,Where is 3.8 meters left of the towel?
00688-SgkmkWjjmDJ,0,Which fruit are on the kitchen island?,fruit,4.0,below,Where is 4.0 meters below the fruit?
00688-SgkmkWjjmDJ,0,Which fruit are on the kitchen island?,fruit,1.2,below,Where is 1.2 meters below the fruit?
00688-SgkmkWjjmDJ,0,Which fruit are on the kitchen island?,fruit,2.4,below,Where is 2.4 meters below the fruit?
00688-SgkmkWjjmDJ,0,Which fruit are on the kitchen island?,fruit,1.0,left of,Where is 1.0 meters left of the fruit?
00688-SgkmkWjjmDJ,0,Which fruit are on the kitchen island?,fruit,0.2,below,Where is 0.2 meters below the fruit?
00688-SgkmkWjjmDJ,0,Which fruit are on the kitchen island?,fruit,3.2,left of,Where is 3.2 meters left of the fruit?
00688-SgkmkWjjmDJ,0,Which fruit are on the kitchen island?,fruit,3.0,below,Where is 3.0 meters below the fruit?
00688-SgkmkWjjmDJ,0,Which fruit are on the kitchen island?,fruit,0.6,left of,Where is 0.6 meters left of the fruit?
00706-YHmAkqgwe2p,0,I am looking for the broom.,broom,0.6,below,Where is 0.6 meters below the broom?
00706-YHmAkqgwe2p,0,I am looking for the broom.,broom,3.8,behind,Where is 3.8 meters behind the broom?
00706-YHmAkqgwe2p,0,I am looking for the broom.,broom,2.4,left of,Where is 2.4 meters left of the broom?
00706-YHmAkqgwe2p,0,I am looking for the broom.,broom,1.4,right of,Where is 1.4 meters right of the broom?
00706-YHmAkqgwe2p,0,I am looking for the broom.,broom,4.0,right of,Where is 4.0 meters right of the broom?
00706-YHmAkqgwe2p,0,I am looking for the broom.,broom,3.0,right of,Where is 3.0 meters right of the broom?
00706-YHmAkqgwe2p,0,I am looking for the broom.,broom,2.8,left of,Where is 2.8 meters left of the broom?
00706-YHmAkqgwe2p,0,I am looking for the broom.,broom,2.6,left of,Where is 2.6 meters left of the broom?
00712-HZ2iMMBsBQ9,0,Which throw pillows are on the bed? I shall replace them.,throw pillows,0.4,below,Where is 0.4 meters below the throw pillows?
00712-HZ2iMMBsBQ9,0,Which throw pillows are on the bed? I shall replace them.,throw pillows,0.6,right of,Where is 0.6 meters right of the throw pillows?
00712-HZ2iMMBsBQ9,0,Which throw pillows are on the bed? I shall replace them.,throw pillows,2.0,in front of,Where is 2.0 meters in front of the throw pillows?
00712-HZ2iMMBsBQ9,0,Which throw pillows are on the bed? I shall replace them.,throw pillows,3.2,in front of,Where is 3.2 meters in front of the throw pillows?
00712-HZ2iMMBsBQ9,0,Which throw pillows are on the bed? I shall replace them.,throw pillows,0.8,in front of,Where is 0.8 meters in front of the throw pillows?
00712-HZ2iMMBsBQ9,0,Which throw pillows are on the bed? I shall replace them.,throw pillows,3.8,behind,Where is 3.8 meters behind the throw pillows?
00712-HZ2iMMBsBQ9,0,Which throw pillows are on the bed? I shall replace them.,throw pillows,4.0,in front of,Where is 4.0 meters in front of the throw pillows?
00712-HZ2iMMBsBQ9,0,Which throw pillows are on the bed? I shall replace them.,throw pillows,2.6,left of,Where is 2.6 meters left of the throw pillows?
00720-8B43pG641ff,0,Did my daughter remember to put the piano lid down?,piano lid,2.4,above,Where is 2.4 meters above the piano lid?
00720-8B43pG641ff,0,Did my daughter remember to put the piano lid down?,piano lid,1.8,above,Where is 1.8 meters above the piano lid?
00720-8B43pG641ff,0,Did my daughter remember to put the piano lid down?,piano lid,2.0,behind,Where is 2.0 meters behind the piano lid?
00720-8B43pG641ff,0,Did my daughter remember to put the piano lid down?,piano lid,0.4,in front of,Where is 0.4 meters in front of the piano lid?
00720-8B43pG641ff,0,Did my daughter remember to put the piano lid down?,piano lid,4.0,above,Where is 4.0 meters above the piano lid?
00720-8B43pG641ff,0,Did my daughter remember to put the piano lid down?,piano lid,3.0,below,Where is 3.0 meters below the piano lid?
00720-8B43pG641ff,0,Did my daughter remember to put the piano lid down?,piano lid,1.2,left of,Where is 1.2 meters left of the piano lid?
00720-8B43pG641ff,0,Did my daughter remember to put the piano lid down?,piano lid,2.6,behind,Where is 2.6 meters behind the piano lid?
00720-8B43pG641ff,0,How many chairs do we have around the outdoor dining table?,chairs,0.2,above,Where is 0.2 meters above the chairs?
00720-8B43pG641ff,0,How many chairs do we have around the outdoor dining table?,chairs,2.8,above,Where is 2.8 meters above the chairs?
00720-8B43pG641ff,0,How many chairs do we have around the outdoor dining table?,chairs,3.4,right of,Where is 3.4 meters right of the chairs?
00720-8B43pG641ff,0,How many chairs do we have around the outdoor dining table?,chairs,0.8,below,Where is 0.8 meters below the chairs?
00720-8B43pG641ff,0,How many chairs do we have around the outdoor dining table?,chairs,2.4,left of,Where is 2.4 meters left of the chairs?
00720-8B43pG641ff,0,How many chairs do we have around the outdoor dining table?,chairs,1.6,above,Where is 1.6 meters above the chairs?
00720-8B43pG641ff,0,How many chairs do we have around the outdoor dining table?,chairs,3.2,in front of,Where is 3.2 meters in front of the chairs?
00720-8B43pG641ff,0,How many chairs do we have around the outdoor dining table?,chairs,4.0,right of,Where is 4.0 meters right of the chairs?
00745-yX5efd48dLf,0,I'm trying to remember where I placed my zebra-striped armchair. Where is it?,zebra-striped armchair,2.8,left of,Where is 2.8 meters left of the zebra-striped armchair?
00745-yX5efd48dLf,0,I'm trying to remember where I placed my zebra-striped armchair. Where is it?,zebra-striped armchair,0.2,in front of,Where is 0.2 meters in front of the zebra-striped armchair?
00745-yX5efd48dLf,0,I'm trying to remember where I placed my zebra-striped armchair. Where is it?,zebra-striped armchair,3.4,behind,Where is 3.4 meters behind the zebra-striped armchair?
00745-yX5efd48dLf,0,I'm trying to remember where I placed my zebra-striped armchair. Where is it?,zebra-striped armchair,1.4,left of,Where is 1.4 meters left of the zebra-striped armchair?
00745-yX5efd48dLf,0,I'm trying to remember where I placed my zebra-striped armchair. Where is it?,zebra-striped armchair,2.0,behind,Where is 2.0 meters behind the zebra-striped armchair?
00745-yX5efd48dLf,0,I'm trying to remember where I placed my zebra-striped armchair. Where is it?,zebra-striped armchair,2.6,below,Where is 2.6 meters below the zebra-striped armchair?
00745-yX5efd48dLf,0,I'm trying to remember where I placed my zebra-striped armchair. Where is it?,zebra-striped armchair,3.0,right of,Where is 3.0 meters right of the zebra-striped armchair?
00745-yX5efd48dLf,0,I'm trying to remember where I placed my zebra-striped armchair. Where is it?,zebra-striped armchair,3.8,behind,Where is 3.8 meters behind the zebra-striped armchair?
00757-LVgQNuK8vtv,0,I'm trying to remember where I placed my decorative zebra-patterned stool. Where is it?,zebra-patterned stool,3.8,below,Where is 3.8 meters below the zebra-patterned stool?
00757-LVgQNuK8vtv,0,I'm trying to remember where I placed my decorative zebra-patterned stool. Where is it?,zebra-patterned stool,2.4,right of,Where is 2.4 meters right of the zebra-patterned stool?
00757-LVgQNuK8vtv,0,I'm trying to remember where I placed my decorative zebra-patterned stool. Where is it?,zebra-patterned stool,3.4,behind,Where is 3.4 meters behind the zebra-patterned stool?
00757-LVgQNuK8vtv,0,I'm trying to remember where I placed my decorative zebra-patterned stool. Where is it?,zebra-patterned stool,1.8,right of,Where is 1.8 meters right of the zebra-patterned stool?
00757-LVgQNuK8vtv,0,I'm trying to remember where I placed my decorative zebra-patterned stool. Where is it?,zebra-patterned stool,1.2,left of,Where is 1.2 meters left of the zebra-patterned stool?
00757-LVgQNuK8vtv,0,I'm trying to remember where I placed my decorative zebra-patterned stool. Where is it?,zebra-patterned stool,1.0,below,Where is 1.0 meters below the zebra-patterned stool?
00757-LVgQNuK8vtv,0,I'm trying to remember where I placed my decorative zebra-patterned stool. Where is it?,zebra-patterned stool,2.8,left of,Where is 2.8 meters left of the zebra-patterned stool?
00757-LVgQNuK8vtv,0,I'm trying to remember where I placed my decorative zebra-patterned stool. Where is it?,zebra-patterned stool,0.8,behind,Where is 0.8 meters behind the zebra-patterned stool?
00757-LVgQNuK8vtv,0,How many pairs of long boots are in the coat closet?,long boots,3.6,left of,Where is 3.6 meters left of the long boots?
00757-LVgQNuK8vtv,0,How many pairs of long boots are in the coat closet?,long boots,0.8,behind,Where is 0.8 meters behind the long boots?
00757-LVgQNuK8vtv,0,How many pairs of long boots are in the coat closet?,long boots,2.2,below,Where is 2.2 meters below the long boots?
00757-LVgQNuK8vtv,0,How many pairs of long boots are in the coat closet?,long boots,2.4,left of,Where is 2.4 meters left of the long boots?
00757-LVgQNuK8vtv,0,How many pairs of long boots are in the coat closet?,long boots,3.8,in front of,Where is 3.8 meters in front of the long boots?
00757-LVgQNuK8vtv,0,How many pairs of long boots are in the coat closet?,long boots,1.4,right of,Where is 1.4 meters right of the long boots?
00757-LVgQNuK8vtv,0,How many pairs of long boots are in the coat closet?,long boots,3.0,in front of,Where is 3.0 meters in front of the long boots?
00757-LVgQNuK8vtv,0,How many pairs of long boots are in the coat closet?,long boots,3.4,in front of,Where is 3.4 meters in front of the long boots?
00757-LVgQNuK8vtv,2,"What did I leave on the toilet, the one with flower painting?",toilet,2.8,behind,Where is 2.8 meters behind the toilet?
00757-LVgQNuK8vtv,2,"What did I leave on the toilet, the one with flower painting?",toilet,3.6,right of,Where is 3.6 meters right of the toilet?
00757-LVgQNuK8vtv,2,"What did I leave on the toilet, the one with flower painting?",toilet,3.4,above,Where is 3.4 meters above the toilet?
00757-LVgQNuK8vtv,2,"What did I leave on the toilet, the one with flower painting?",toilet,1.2,above,Where is 1.2 meters above the toilet?
00757-LVgQNuK8vtv,2,"What did I leave on the toilet, the one with flower painting?",toilet,2.6,below,Where is 2.6 meters below the toilet?
00757-LVgQNuK8vtv,2,"What did I leave on the toilet, the one with flower painting?",toilet,3.0,above,Where is 3.0 meters above the toilet?
00757-LVgQNuK8vtv,2,"What did I leave on the toilet, the one with flower painting?",toilet,2.2,below,Where is 2.2 meters below the toilet?
00757-LVgQNuK8vtv,2,"What did I leave on the toilet, the one with flower painting?",toilet,0.8,left of,Where is 0.8 meters left of the toilet?
